model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
StackedEnsemble_AllModels_AutoML_20200605_171542,0.8347744588258191,0.3654290423871656,0.6562554135834188,0.2563095595517235,0.3326891810030299,0.1106820911564668
StackedEnsemble_BestOfFamily_AutoML_20200605_171542,0.8347744588258191,0.3654290423871656,0.6562554135834188,0.2563095595517235,0.3326891810030299,0.1106820911564668
DRF_1_AutoML_20200605_171542,0.8274133111319453,0.7476754453561141,0.6510492030177917,0.2547549712137148,0.3364566552816227,0.11320308088329667
GLM_1_AutoML_20200605_171542,0.7651637137469938,0.4329100750506879,0.4676298033313276,0.3044165781005657,0.3704826483158505,0.13725739270312615
